term,label
四肢疼痛的发生主要是由于机体内正气不足,internal
因产后劳倦伤脾,internal
因其在睑结膜表面形成粗糙不平的外观,internal
因外感而喘咯咳唾者 《泰定养生主论》 “热痰者,internal
因外邪犯胃,internal
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,internal
因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,internal
因风热客于肠胃或湿热蕴积肠胃,internal
国内癫痫的总体患病率为7.0‰,internal
在肾为虚。”,internal
均属神昏的范畴。常因痰浊,internal
均称“烦热”。多由于里热过盛,internal
坚结胶固,internal
坚结胶固之痰。亦称老痰,internal
声带小结又称歌唱者小结或教师小结,internal
复出于胃,internal
多为饮停于胃证,internal
多伴有嗳气症状。自胃部上升的气体或酸性液体导致嗳气（呃逆）发生,internal
多因外邪入里,internal
多属肺热。,internal
多指内伤病证的类中风,internal
多是由于结核杆菌侵入颈部所引起的特异性感染,internal
多由于痰,internal
多由邪热犯胃,internal
多种疾病导致的女性体内病理生理变化的外在表现,internal
多种肺部感染。,internal
多见于唇内侧,internal
大便干结,internal
大便秘结,internal
大便粘结,internal
大便酸臭或便秘为特征。食积又称积滞。与西医学消化不良相近。本病一年四季皆可发生,internal
大多系感染引起。慢性腹泻指病程在两个月以上或间歇期在2～4周内的复发性腹泻,internal
大病久病伤肾等引起。,internal
大肠传导失司,internal
大部分指的是风湿病,internal
失于和降是胃痛的主要病机。治疗以理气和胃为大法,internal
失禁等症状。正常人每日大约有9L液体进入胃肠道,internal
头颅内伤,internal
奇恒之腑痹,internal
女性子宫下垂,internal
如内蕴暑湿而外感风寒,internal
如发现腹部一部分或全腹部膨隆。引起腹胀的原因主要见于胃肠道胀气,internal
如子宫内膜异位症,internal
如心血管疾病,internal
如暑湿弥漫三焦,internal
如果十二指肠内容物经胃,internal
如白内障,internal
如肺气虚,internal
如风邪善行数变之特点的疾病。这里介绍的为类中风（脑卒中）。,internal
妊娠早期出现恶心呕吐,internal
子宫内膜炎,internal
子宫内膜炎或盆腔感染,internal
子宫内膜炎等引起的经期延长。宫内节育器和输卵管结扎后引起的经期延长也按本病治疗。本病一般预后良好。,internal
子宫出血量多而势急如崩,internal
子宫后倾等）,internal
子宫岀血量少而势缓,internal
子宫性闭经以及下生殖道发育异常性闭经,internal
子宫或阴道结构异常,internal
子宫收缩无力或异常等,internal
子宫脱垂（uterine prolapse）是指子宫从正常位置沿阴道下降,internal
子宫腺肌病等引起的痛经。,internal
子宫颈息肉,internal
子宫颈炎,internal
子宫颈糜烂,internal
它严重影响人们的社会交往和心理健康,internal
它可以充分地调动身体各脏器的机能,internal
宜刺三里,internal
宜半黄丸。”④素有痰疾,internal
宜温气汤。痛而小便不利为湿热,internal
宫寒顾名思义是“子宫寒冷”的简称。在中医学的文献记载和正式的教科书及相关的中医妇科专著中并无此词条。但是“宫寒”已经成为深入人心的热词,internal
宫颈及子宫内膜腺体分泌物等混合形成白带。正常白带呈白色黏液状或蛋清样,internal
宫颈管及子宫内膜腺体分泌物混合而成,internal
容易出现虚寒的征象。常见的有胃阳虚,internal
容易在体内积累毒素,internal
寒温失调等多种因素导致肝气失舒,internal
寒湿下注,internal
寒湿结于肠腑,internal
寒疝是一种急性腹痛的病症。见《金匮要略》。由脾胃虚寒,internal
对青少年的心理和社交影响很大,internal
导致心脏的供氧减少,internal
导致心血耗损。,internal
导致肾与膀胱气化失常,internal
导致胃失和降,internal
导致脾胃受损,internal
将有排卵型功能失调性子宫出血分为月经量多与经间出血两类。,internal
小儿夜惊是指1岁以内的哺乳婴儿,internal
尤以肺气虚损,internal
尤其是以脾肾阳虚多见。,internal
就构成了真正意义上的心肌缺血。而冠心病是引起心肌缺血最主要,internal
尿急（urgent micturition）与尿频（frequent micturition）在中文的西医诊断学里是两个不同的概念,internal
尿液中是没有红细胞的。医学上把病人尿液离心沉淀后,internal
尿路结石,internal
尿路结石是最常见的泌尿外科疾病之一。男性多于女性,internal
属于阴虚内热的症候,internal
属内痈范畴,internal
属里实热证,internal
工作动机和责任心等因素都对其有显著影响。有许多理论试图解释其产生机制,internal
左为肾,internal
巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积,internal
帮助消化。胃液对消化食物起着重要作用,internal
常与恶心并见,internal
常与肝脾等脏有密切关系。胃气郁滞,internal
常与胆石症并存,internal
常伴出汗及心悸而出现的燥热症状,internal
常伴有外感或内伤症状。引起腰痛的原因很多,internal
常合并有阴道前壁和（或）后壁膨出。阴道前后壁又与膀胱,internal
常和惊悸合并称为心悸。,internal
常表现为胃脘胀闷,internal
干咳（dry cough）指咳嗽无痰,internal
并排除颅内感染及其它导致惊厥的器质性或代谢性疾病。主要表现为突然发生的全身或局部肌群的强直性或阵挛性抽搐,internal
并有湿浊,internal
并自觉心胸烦热。多由阴虚火旺,internal
并非一种疾病。是指病程在两个月以上的腹泻或间歇期在2～4周内的复发性腹泻。病因较为复杂,internal
并非疾病。多见于急性肝炎时,internal
幼年类风湿症等。,internal
引动伏痰,internal
引起以心中急剧跳动,internal
引起相关系统疾病的总称。《内经》所言五脏痹,internal
弥散性血管内凝血等。,internal
弥漫型的肝细胞变性,internal
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,internal
当咽入胃内空气过多或因消化吸收功能不良时,internal
当然也包括胞宫,internal
当血渍总胆红素浓度超过34.2μmol,internal
形成肝硬化。肝硬化肝功能减退引起门静脉高压,internal
很可能是痛在身上伤在心里。,internal
循胃经上扰等引起。,internal
心,internal
心下痞坚,internal
心下痞硬的症状是胃脘部堵塞满闷不适,internal
心中躁动不安,internal
心前区疼痛就是指心前区这个部位的疼痛。心前区位于前胸和左侧乳房的部位,internal
心动过缓或心律不齐。,internal
心包填塞和食管破裂等,internal
心包炎,internal
心卒动而不宁也,internal
心失所养,internal
心律失常（arrhythmia）是由于窦房结激动异常或激动产生于窦房结以外,internal
心悸,internal
心悸是中医病证名,internal
心情不舒畅。有时也指有意识地不呼吸,internal
心情沮丧,internal
心火上炎,internal
心烦,internal
心烦不安,internal
心烦的意思是心情不好,internal
心痛,internal
心痹等脏腑痹及肉痹,internal
心神不安,internal
心神不定,internal
心绞痛（angina pectoris）是冠状动脉供血不足,internal
心肌急剧的暂时缺血与缺氧所引起的以发作性胸痛或胸部不适为主要表现的临床综合征。心绞痛是心脏缺血反射到身体表面所感觉的疼痛,internal
心肌的血氧摄取率也很高（约为70%）,internal
心肌缺血（myocardial ischemia）是指心脏的血液灌注减少,internal
心肌能量代谢不正常,internal
心脉不畅,internal
心脏受损导致气血,internal
心脏所在部位感觉疼痛,internal
心血不足,internal
心血不足就是心脏有疾,internal
心跳,internal
心跳动而怕惊也,internal
心跳快或节律不齐,internal
心里烦躁,internal
急性梗阻性化脓性胆管炎等,internal
急性胃肠炎,internal
急性胆囊炎,internal
性状和伴发症状常可提示诊断。治疗应查找脓痰产生的原发病,internal
总因“寒气客于肠胃,internal
恶心,internal
恶心(nausea)是一种可以引起呕吐冲动的胃内不适感,internal
恶心呕吐,internal
恶心烦乱,internal
患者就会感到胃部不适,internal
患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,internal
患者自觉心烦,internal
情志不畅和脾胃素虚等病因而引发。胃是主要病变脏腑,internal
惊慌心跳,internal
感寒停湿及热迫肠胃所致。,internal
感染产物及坏死组织亦为形成结石之核心,internal
感染性疾病等疾病引起。其理论有：①组织牵引：肌肉损伤而起。②肌肉痉挛：肌肉的反复性抽筋而起。③结缔组织：肌肉的结缔组织受伤（如肌腱）而起。事实上,internal
慢性三类。本病相当于西医的湿疹。,internal
慢性肾炎,internal
慢性胃炎,internal
慢性胆囊炎,internal
慢性胆管炎,internal
或久病体虚所引起。脾有运化食物中的营养物质和输布水液以及统摄血液等作用。脾虚则运化失常,internal
或吐痰沫,internal
或咯出如米粒状痰,internal
或因为内容繁杂而看得目眩头晕。许多疾病过程中会有眼花表现。治疗宜针对原发病进行,internal
或因久病脾胃两伤,internal
或因风热怫郁而然也。此皆素抱痰疾者,internal
或头痛部位不定。《灵枢•经脉》曰：“肝足厥明之脉,internal
或寒湿,internal
或尿有甜味为特征的疾病。本病在《内经》中称为“消瘅”。口渴引饮为上消,internal
或心忪烦闷而发。”治宜祛风化痰,internal
或心胸满闷,internal
或情志郁结,internal
或横逆的病理变化。临床以肺气上逆,internal
或温热病后期及内伤杂病,internal
或湿热,internal
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,internal
或痰极少,internal
或痰火暴亢,internal
或痰饮瘀血阻滞,internal
或肝经郁结,internal
或肝胆郁结,internal
或胃腑湿热上蒸鼻窍所致的,internal
或胆失通降等而发病,internal
或胆经炎热,internal
或脾损不运,internal
或脾损气滞,internal
或脾肾阳虚等原因引起的以排便次数增多,internal
或脾胃功能虚弱,internal
或脾胃气虚而化运失健所致。常见于胃及肝,internal
或脾胃湿热,internal
或脾胃虚寒不能运化水谷,internal
或脾胃虚弱,internal
或自觉心中悸动不宁,internal
所生病证之一。又为劳倦内伤及五心烦热的症状之一,internal
所谓“纳”指“胃纳”,internal
所谓心慌,internal
手心热,internal
把肝脏外层的包膜极度撑开,internal
担心自己会不会患了乳腺癌或以后会变成癌。乳腺增生症有多种病理类型,internal
担心自己患有各种疾病,internal
指上焦心肺之热,internal
指产后6周子宫仍未能恢复到非孕状态。其原因复杂,internal
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,internal
指因过度劳累而引起的内伤。包括劳力过度,internal
指大便干燥。多由胃肠燥热,internal
指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,internal
指心中烦闷不安,internal
指正气虚而兼有内寒的症候。表面为食欲不振,internal
指气从胃中上逆,internal
指生物体表面或内部组织中圆形的小突起。耻骨,internal
指痰质胶粘浓稠难咯,internal
指的是成肝气郁结,internal
指胃内容物经食管反流达口咽部,internal
指胃气上逆动膈,internal
指腹腔内游离液体的过量积聚,internal
指食物停滞胃中不消化。,internal
按之硬满的症候。多因胃气虚弱,internal
损伤脾胃,internal
损伤脾胃等引起。,internal
损伤脾胃而出现的证候。常见于腹痛。,internal
撑紧的肝包膜刺激神经后产生肿痛,internal
支气管或肺组织）出血,internal
支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化,internal
故云热痰也。”②火痰 《杂病源流犀烛·痰饮源流》 “热痰,internal
故名沙眼。本病病变过程早期结膜有浸润,internal
故少气。”亦有因痰气,internal
故称之为“痰厥”。,internal
故贤曰湿多成泻,internal
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,internal
无痰或少痰。,internal
无里急后重,internal
日久导致心失濡养,internal
日久成积者。《儒门事亲》卷三：“食积,internal
时作时止的一种病证。病位在胃,internal
易并发肺炎,internal
是一病证名。在《诸病源候论·病热候》中有记载。多因内伤劳损所致,internal
是以胃失和降,internal
是体征而并非一种疾病。任何病理状态下导致腹腔内液体量超过200ml即称为腹水。产生腹水的病因很多,internal
是呼吸道疾病的常见症状。痰是呼吸道分泌出的黏液,internal
是因外感或内伤,internal
是心悸的一种,internal
是指异常的子宫出血,internal
是指每日午后发热。本病属里证,internal
是指胃中空虚,internal
是指饮食入胃,internal
是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期,internal
是由于人们主观感觉上对心脏跳动的一种不适感觉。心跳一旦失去固有的规律,internal
是由胃动力障碍所引起的疾病,internal
是胃肠疾病的常见症状之一。适度的胃酸可以帮助消化,internal
晚期由于受累的睑结膜发生瘢痕,internal
暑湿,internal
暑湿俱盛之时,internal
暑湿易于困遏脾气,internal
最早出现于《丹溪心法》“有每日五更处洞泻……,internal
最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少,internal
有人将其分为与代谢因素有关的结石和感染性结石。细菌,internal
有外风和内风之分,internal
有必要梳理一下这个词汇的含义。“宫”可指西医学的“子宫”,internal
有时也形容被繁琐的事情弄得不知所措。出自曹雪芹的《红楼梦》第六回：“满屋里的东西都是耀眼夺光,internal
有时在睑结膜表面形成一层灰白色假膜,internal
有瘀血。血淤证可见于很多种疾病。一般而论,internal
有肥白气虚多痰人,internal
有食积停滞和腹痛感,internal
查体时患者常诉有触压或叩击痛。治疗应针对引起肝区疼痛的原因。,internal
椒附丸等方。参见脾泄,internal
横逆犯胃,internal
正常胃液呈酸性,internal
比较常见的有心血管病,internal
气少不足于言……由里气因痰或食或饮碍其升降之路使然。”,internal
气机郁结所致。《丹溪心法·六郁》：“气郁者,internal
气滞,internal
气血精微不能濡养脏腑,internal
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,internal
水液失于布散而生湿酿痰,internal
水饮犯肺等所致者,internal
沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎,internal
治当扶胃攻邪。,internal
治疗方法有滋补肾气,internal
波动与心理社会因素有关,internal
注下。多因脾胃虚弱,internal
流痰,internal
涉及肝脾等脏器,internal
润肺为主,internal
淋巴结肿大等全身症状,internal
清利湿热,internal
清晨醒来之前最低。胃液中的胃酸（0.2%～0.4%的盐酸）,internal
清热导痰汤。③痰热聚于心者 《杂病源流犀烛·痰饮源流》 “在心曰热痰,internal
清稀的称为饮。痰不仅是指咳吐出来有形可见的痰液,internal
清肝理脾等法,internal
渗出和肝细胞坏死,internal
温毒症状之一。由於温热之毒内蕴肺胃,internal
温肾,internal
湿,internal
湿滞或感受秽浊之邪,internal
湿热,internal
湿热下注是一个中医的术语。中医认为,internal
湿热下注等伤肾气不能固摄而病,internal
湿热之邪,internal
湿热痢重症。多因湿浊热毒蕴结肠中,internal
湿热等邪气痹阻腰膝所致。,internal
湿热蕴结于下焦,internal
湿热阻于肾与膀胱,internal
湿疮,internal
湿疹是由多种内外因素引起的瘙痒剧烈的一种皮肤炎症反应。分急性,internal
溃后脓液稀如痰,internal
溃面有糜烂的现象。中医认为由脾胃积热,internal
溶石化结。,internal
满闷不舒的症状。可因肝胃气机阻滞,internal
火痰,internal
热客膀胱,internal
热气与痰水相搏,internal
热泻是指因热迫大肠所引起。亦名“火泻”。,internal
然皆里急后重。”,internal
然而又无法一泄为快。“里急”即形容大便在腹内急迫,internal
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,internal
燥脾,internal
牙结石,internal
牙龈（gingiva）是指覆盖于牙槽突表面和牙颈部周围的口腔黏膜上皮及其下方的结缔组织。牙龈肿痛主要是牙龈有炎症而表现出的一种症状,internal
特别是结肠与直肠病变的出血,internal
环唇内……”。《丹溪心法十二经见证》足厥阴肝经见证有“头痛”,internal
环境温度及湿度变化时加重,internal
现代医学相当于风湿性,internal
甚则不能自主为主要临床表现的一种心脏常见病证。,internal
甚则咯吐脓血痰为主要临床表现的一种病证。,internal
甚则拒食的一种常见的病证。辨证应辨病在脾或在胃。在胃者,internal
甚或咯痰带血,internal
甚或纯白无红色的舌质称为舌淡。舌淡在内伤杂病中较为多见,internal
甚至发生晕厥跌倒的现象。中医理论认为这是痰气上逆所致,internal
甚至子宫全部脱出于阴道口以外,internal
甚至溃疡久不愈合。多由心脾积热,internal
生长发育迟缓（发育迟缓）是指在生长发育过程中出现速度放慢或是顺序异常等现象。发病率在6%～8%之间。在正常的内外环境下儿童能够正常发育,internal
用大和中饮。脾虚者,internal
用清气化痰丸,internal
用温胆汤,internal
由于剧烈或持续的精神紧张性刺激直接引起的。其临床表现的主要内容与精神创伤密切相关,internal
由于子宫的缩复作用,internal
由于肝脏充血,internal
由于胃失和降,internal
由于风燥异气内犯肺鼻,internal
疏肝理气,internal
病名。由肠胃酝热所致的痢疾。证见里急后重,internal
病情严重时增加腹压也不能将膀胱内尿液排出体外,internal
病机有寒热虚实之分。咳喘与痰密切相关,internal
病状名。指面部呈现枯萎晦黄的病色。多因脾胃虚弱,internal
病症名。多为胞内有实热,internal
病程在2～3周之内,internal
病证名。因脏腑虚弱所致的泄泻。见《医学入门》卷五。又称虚泄。多属脾肾虚弱。症见困倦无力,internal
病证名。因风痰上壅,internal
病证名。指痰气上逆而致头痛。《古今医鉴》将之归于“厥头痛”范畴。《外台秘要》卷八：“痰厥头痛方：《病源》（指《诸病源候论》）谓,internal
病证名。指痰热壅阻于肺,internal
病证名。痰扰肝经的病证。风痰证有以下两方面的含义：一是指痰扰肝经的病证。《医学入门》卷五：“动于肝,internal
症名。两手掌心有发热感觉。一名掌中热。手三阴经是动,internal
痈肿相互连结成块,internal
痊愈后可能留下瘢痕。尿囊素可保护伤口结痂,internal
痞满是由于脾胃功能失调,internal
痰,internal
痰也往往导致咳喘,internal
痰厥头痛,internal
痰响吐涎,internal
痰喘,internal
痰多等症状。,internal
痰核和停滞在脏腑经络等组织中的痰液,internal
痰气相搏,internal
痰水与热相搏之病证,internal
痰水在于胸膈之上,internal
痰涌气急,internal
痰涎壅盛,internal
痰涎等胃内之物从胃中上涌,internal
痰热聚于心,internal
痰热阻肺,internal
痰白滑而易于咳出,internal
痰粘稠,internal
痰色亦黄。治宜清热化痰,internal
痰血,internal
痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白,internal
痰量多,internal
痰饮,internal
痰饮内停,internal
痰饮指体内水液不得输化,internal
痰黏或黄,internal
瘀交结,internal
瘀血停滞等因所致。,internal
瘀血已久也,internal
瘀血阻滞心脉,internal
瘀血阻络,internal
瘰疬及有关皮肤病的内容,internal
皮肤出现苔癣样结节或斑块,internal
皮肤而首先被察觉。当血清总胆红素在17.1～34.2μmol,internal
盆腔炎性包块为女性盆腔脏器的炎症未得到正规治疗,internal
目前心肌缺血在我国的患病率呈逐年上升的趋势,internal
目赤是指眼结膜充血,internal
眩晕症占内科门诊病人的5%,internal
眵多粘结,internal
眼内,internal
眼及颈部淋巴结等,internal
短促等证候。《灵枢·经脉》：“少气不足以息。”又：“其小而短者少气。”可因脏气虚弱,internal
确保胃和肠道的安全,internal
祛湿利水或暂用攻逐之法,internal
神机逆乱。其病位在心,internal
称为“胃纳呆滞”,internal
称为十二指肠胃食管反流。多由于贲门功能不全和胃功能障碍逆蠕动致酸性胃液反流至口腔。反酸只是症状,internal
称为月经延长。本病相当于西医学排卵型功能失调性子宫出血病的黄体萎缩不全者,internal
称为肠鸣音。肠鸣音是指腹中胃肠蠕动漉漉作响的体征。在正常情况下,internal
突然心跳欲厥之证。《诸病源候论·虚劳病诸候》均有相关记载。,internal
立刻引起肛门内烧痛和刀割样疼痛,internal
简称胃呆,internal
类似西医学所指的肝硬化腹水,internal
类风湿性关节炎。,internal
粪便干结。正常人每天排便1～2次或2～3天排便1次,internal
粪质硬结,internal
系由七情内伤,internal
素有痰疾因外感而喘咯咳唾。①痰水与热邪相搏所致的病证 《诸病源候论·痰饮诸病候》 “热痰者,internal
素有脾胃虚弱,internal
约4～5∶1。 尿路结石在肾和膀胱内形成。上尿路结石与下尿路结石的形成机制,internal
约有半数病人于发病数日内死亡,internal
经食道而由口排出之气体。是脾胃疾病之一。《灵枢。口问篇》曰,internal
结,internal
结合心,internal
结如胶而坚,internal
结核,internal
结核病,internal
结核（肿大的淋巴结）累累如串珠,internal
结痰,internal
结痰也。”“郁痰即结痰,internal
结痰条。,internal
结石基质和晶体抑制物质学说是结石形成的三种最基本学说。根据上尿路结石形成机制的不同,internal
结石成份和流行病学有显著差异。上尿路结石大多数为草酸钙结石。膀胱结石中磷酸镁铵结石较上尿路多见。成核作用,internal
结积所生也。言阴阳否隔,internal
结缔组织疾病等。腹水定量诊断除影像学检查外,internal
结聚於腹中而致。症见脐周绞痛,internal
结肠及直肠。上消化道出血是指十二指肠悬韧带（Treitz韧带,internal
结膜炎也可以引起畏光,internal
结膜炎时大都有不同程度的畏光流泪。多见于角膜异物,internal
结节型,internal
结节等多形性皮损为特点。,internal
老年腹壁强度退行性变等原因引起腹内压增高,internal
老痰,internal
考虑各种不同妇科情况。但下腹痛崽子内生殖器以为的疾病并不少见,internal
而且受神经和心理等因素的影响。即患者对疼痛刺激的敏感性存在差异,internal
而主观上在耳内或颅内有声音感觉。在临床上它既是许多疾病的伴发症状,internal
而头皮作为人体最重要的指令控制中心——头部的天然屏障,internal
而是心理压力,internal
而是由于神经内分泌系统功能失调所致。表现为月经周期不规律,internal
而肠道内的气体又不能从肛门排出体外,internal
而阴气逆上与风痰相结,internal
耳内流出脓液,internal
耳前淋巴结肿大等全身症状。,internal
耳鸣是累及听觉系统的许多疾病不同病理变化的结果,internal
肛裂剧烈疼痛的主要原因是由于排粪时肛裂裂口内神经末梢受到刺激,internal
肝,internal
肝区痛是发生在右侧季肋部的疼痛,internal
肝木克脾,internal
肝源性水肿,internal
肝火或阴虚火旺所致。常见于中医学的暴风客热,internal
肝火犯肺,internal
肝炎等。,internal
肝病患者的乏力程度自轻度疲倦到严重乏力,internal
肝硬化腹水俗称肝腹水（hepatic ascites）。肝硬化腹水是一种慢性肝病,internal
肝经虚寒,internal
肝胆之火,internal
肝脏病,internal
肝郁气滞致白发。,internal
肠管内气体和液体随之流动,internal
肥厚。有些病人直接表现为慢性湿疹。皮损具有多形性,internal
肺,internal
肺内压升高,internal
肺内空气喷射而出,internal
肺栓塞（PE）,internal
肺气上逆则咳嗽,internal
肺气不宣,internal
肺气失和所致。治以疏风清热为主。,internal
肺气失和所致。症状表现为发热重,internal
肺气失宣出现以咳嗽为主的一种症候,internal
肺气肿等慢性病的老年患者,internal
肺炎,internal
肺炎喘嗽等。多见于西医的肺部急性炎症病变。,internal
肺热之名出自《素问·刺热篇》：“肺热病者,internal
肺热咳嗽属于温病学。现代医学中的呼吸道感染,internal
肺热咳嗽是由于肺内郁热,internal
肺痈是指由于热毒瘀结于肺,internal
肺虚气弱,internal
肺部有炎症。临床常伴有咳嗽,internal
肾与膀胱气化不利。病理因素为湿热。病位在肾与膀胱。辨证时首辨淋证类别,internal
肾亏,internal
肾五脏,internal
肾功能不全,internal
肾小球肾炎,internal
肾气亏耗为常见。《诸病源候论·少气候》：“所由藏气不足故也。肺主于气而通呼吸,internal
肾泄,internal
肾泻,internal
肾源性水肿,internal
肾盂肾炎等。治疗尿痛首先要控制急性感染,internal
肾精不足为肾精亏虚,internal
肾脏本是水火之脏,internal
肾脏病,internal
肾阳虚等。阳虚主证为畏寒肢冷,internal
肾阴虚,internal
胀是胀。肿多与肾脏关系密切,internal
胃,internal
胃下垂等疾病相似,internal
胃中空虚,internal
胃十二指肠溃疡出血也是溃疡病常见并发症。小量出血往往没有临床症状。仅在大便隐血试验时发现。出血量大于500ml时,internal
胃失和降。若呕吐日久,internal
胃接受和容纳食物的功能称作“胃主受纳”,internal
胃气上逆,internal
胃气上逆为多见,internal
胃气上逆则恶心,internal
胃气不降,internal
胃气壅塞,internal
胃热是一种中医病症,internal
胃痛,internal
胃空肠吻合术后的空肠病变出血亦属这一范围。大量出血是指在数小时内失血量超出1000ml或循环血容量的20%,internal
胃络受伤或他脏有病影响及胃均可引起本证。,internal
胃肠不适是一个汉语词语,internal
胃肠实热而引起。,internal
胃肠道内产气过多,internal
胃胀,internal
胃脘痛,internal
胃脘痛。引起胃胀的原因有各种各样,internal
胃脘饱胀,internal
胃酸过多（hyperchlorhydria）又称作胃酸过高,internal
胃阴不足是中医术语。它是由胃病久延不愈,internal
胃阴受劫,internal
胆,internal
胆失通降所引起的以右胁胀痛为主要临床表现的一种疾病。胆胀为肝胆系病证中常见的疾病。其临床表现与西医学所称的慢性胆囊炎,internal
胆汁性,internal
胆石症等相似。胆胀多发生于40岁至65岁年龄组,internal
胆结石,internal
胆腑气郁,internal
胆蕴热上薰鼻窍等所致,internal
胆道感染是指胆道系统的细菌性感染,internal
背痛彻心。,internal
胎儿在子宫内死亡,internal
胞宫内的瘀血和浊液留滞 或伴有小腹疼痛,internal
胸胁痛是指因感受外邪或情志失调或饮食不节或跌打损伤等原因导致的脉络失养或闭阻而引起的以胸胁部疼痛为主的一种病症。病位在肝胆,internal
胸腔积液和心包腔积液。全身性水肿主要有心源性水肿,internal
胸部和腋下。相当于现代医学的淋巴结核,internal
胸闷心烦,internal
能清除呼吸道中的异物或痰,internal
脉多细弱。轻者属脾,internal
脉微欲绝等为特征的内科急症。,internal
脉滑数。治宜清热化痰,internal
脏腑,internal
脏腑中,internal
脏腑的作用,internal
脏腑经络气血为之痹阻而引起的疾病,internal
脏躁是指无故自悲,internal
脑内摇晃,internal
脓痰（purulent sputum）是呼吸道疾病最常见的症状之一,internal
脘痞是指胃脘部饱胀,internal
脘痞等暑湿郁遏肌表证候为主要特点。如暑湿困阻中焦,internal
脾,internal
脾不统血等证型。多因饮食失调．劳逸失度,internal
脾的慢性病变之中。临床若对导致脘痞的病种尚不能确定时,internal
脾胃受伤,internal
脾胃受损。,internal
脾虚,internal
脾虚气滞是一种疾病,internal
脾运失司所引起的一种小儿常见的脾胃病证。临床以不思乳食,internal
脾阳虚,internal
脾阳虚等等。,internal
腰膝酸软（soreness and weakness of waist and knees）为中医肝肾亏损的一种症状。表现为腰部和膝部的酸软无力,internal
腰酸（soreness of loins）指腰部酸楚不适。临床以肾虚较为常见。腰酸与腰痛有相似之处,internal
腹腔肿瘤等。正常人胃肠道内可有少量气体,internal
膀胱,internal
膀胱炎,internal
膀胱系津液之府,internal
膀胱结核,internal
致使肝质变硬,internal
致痰气郁结,internal
致食积停滞,internal
舌淡苔白。总的治疗原则为健运脾气,internal
舌红少津。在脾者,internal
舌红是指心在外为舌,internal
茯苓补心汤等加减治疗。,internal
茯苓补心汤等方。火郁而宜升发者,internal
营养不得补充或损害脾胃,internal
营养不良性等多种原因导致的肝硬化腹水。 鼓胀的病位主要在于肝脾,internal
虚人停痰饮,internal
虚弱而生内热,internal
虚烦是因虚而致心胸烦热者。由伤寒汗,internal
血液自血管或心脏外流,internal
血点是也。”多见于肺结核,internal
血瘀,internal
血瘀等兼证,internal
血瘀等所致。,internal
血瘀阴部所致。,internal
补益肝肾,internal
补肾益精,internal
表现为胃口变差,internal
视物昏花属于“肝肾亏损”。过度用眼,internal
视物昏花等其他肾虚症状。治疗宜排除泌尿系统,internal
证名。下腹部疼痛。出《素问·脏气法时论》。小腹为至阴之位,internal
证名。即便血。出自《金匮要略·惊悸吐衄下血胸满瘀血病脉证治》,internal
证名。指易有饥饿感。见《素问·至真要大论》。病因以胃热较为常见。治宜清胃,internal
证名。指痰中经常带血。《不居集》卷十三：“痰血,internal
证名。胁肋部发胀作痛之证。见薛己注《明医杂著·痰饮》。由气郁痰凝,internal
证名。自觉头部胀重不适。外感内伤均可引起。外感多因湿热郁蒸所致。,internal
说明心有火。首先是清淡饮食,internal
超过100ml提示胃酸分泌增多。正常生理状态下胃液分泌维持一定的量,internal
超过了一般范围。心脏自律性异常或传导障碍引起的心动过速,internal
越鞠丸等方。若气郁生痰者,internal
输卵管等脏器通过人体正常的或不正常的薄弱点或缺损,internal
过暗）的环境内学习或工作,internal
近记忆（数天内）,internal
这是广义的痰饮,internal
这种病理产物的寒可由人体脾肾阳虚,internal
这种痰称为“无形之痰”。,internal
这里所指的消瘦一般都是短期内呈进行性的,internal
这里的“宫”理解为“胞宫”会有助于更好地理解宫寒的含义和所指的疾病。“寒”在中医中首先是一个常见的致病原因,internal
迫使胃内容物从口而出的病证,internal
迫使腹腔内的游离脏器如：小肠,internal
逐瘀泻热。,internal
通过咳嗽把痰排出,internal
造成胃溃疡或十二指肠溃疡等疾病。人胃是持续分泌胃酸的,internal
邪气逆结所致,internal
郁痰。《症因脉治》卷二：“顽痰,internal
郁积于经脉或器官之内呈凝滞状态,internal
郁结不能渗泄故也。”,internal
都叫血瘀,internal
酸味有如刺心之感。,internal
酸心腹满,internal
里急后重为临床特征。主要病因是外感时邪疫毒,internal
